,smiles,logP
4471,CNSCOC,0.2
4472,C(CN)CNI,-0.4
4473,C[C@@H]([C@H](C)N)N,-0.8
4474,C[C+](CO)OC,-0.2
4475,CNCCNP,-0.7
4476,CC(CO)P,-0.3
4477,COP(CCl)CCl,1.4
4478,CCI(Cl)Cl,3.5
4479,[2H]C(Cl)Br,1.7
4480,CSCO[O],0.3
4481,C[C@@H](CCBr)Br,2.5
4482,CNCCS,0.1
4483,C1NCSCS1,1.2
4484,C(C=O)SF,0.5
4485,COCCC=S,0.1
4486,CC[CH]CI,3.1
4487,CC(C(C)Br)O,1.2
4488,CCC(P)I,1.6
4489,CC(CI)N,0.8
4490,CNC(CO)CO,-1.5
4491,C[C@H](COC)N,-0.4
4492,CCOC([CH])OCC,0.8
4493,[2H]N1CCCCC1,0.8
4494,[CH2]C(CCO)O,-0.4
4495,C(OC(Cl)Cl)S,1.9
4496,C=CP(F)F,1.5
4497,C(COS)OS,0.9
4498,CC[P+](O)(O)O,-1.2
4499,[2H]COCCC(C)O,0.2
4500,CCP(CC)CCl,1.4
4501,C[C@H](CCI)I,3.6
4502,C(CS)NCI,0.8
4503,CCCC(C)CCl,3.0
4504,CCC(Cl)I,2.5
4505,[CH2+]CCCCCC[O-],4.0
4506,CCC(CC)CCF,3.3
4507,[3H]SCCBr,1.3
4508,[2H][P-]CI,0.7
4509,CO/N=C/Cl,1.4
4510,[CH]C/C=C/Cl,2.1
4511,[2H]C1C(C(C(C(N1[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H],0.8
4512,CCNCNCC,0.2
4513,CCC(C)OPC,1.3
4514,[CH](C(F)(F)F)F,1.7
4515,COOOS,0.7
4516,[2H]C(Cl)Cl,1.5
4517,COCCCCCCl,1.7
4518,[2H]CC([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])O,1.6
4519,C(F)(F)(Cl)[37Cl],2.3
4520,CS(O)(O)Cl,0.7
4521,C(F)(S)I,1.8
4522,CC(C)NCP,0.4
4523,CC(C)P(O)[O-],-0.3
4524,CCC(CCN)Cl,1.2
4525,CNNNNNN,-1.9
4526,C(C(Cl)Cl)SCl,2.6
4527,[2H]N(CCC)CCC,1.7
4528,C[C@H](CS)NN,-0.2
4529,C1C[N]COC1,-0.1
4530,C(CONN)ON,-1.8
4531,C(C(CP)P)P,-0.7
4532,CC1NCS1,0.8
4533,C(C(N)O)P,-1.6
4534,CC/C=C/[I+]C,3.0
4535,C([NH2+]F)(F)(F)F,1.1
4536,C1CNCC[CH-]1,0.8
4537,C[C@@H](CCCl)O,0.9
4538,CCSBr,1.8
4539,[CH2-][NH2+]CCCN,-0.8
4540,CCCC(C)NI,1.8
4541,C[C@@H]([C@H](O)I)O,0.1
4542,CPCCCCS,0.9
4543,C(CCCI)CCI,4.6
4544,COCCOC,-0.2
4545,CCCC[CH+]CCCC,4.5
4546,CC(C(Cl)Cl)O,1.3
4547,C(C(Cl)(Cl)Cl)[S],2.4
4548,CC(CO)NO,-0.9
4549,C(CCl)[S]=O,1.1
4550,C([35Cl])([35Cl])([35Cl])[35Cl],2.8
4551,[CH2]C=CBr,1.8
4552,COOCCC[CH],1.4
4553,C(C=CF)S,0.9
4554,C(CN)CO[NH2+][O-],-1.3
4555,CP(CS)P[O-],-0.4
4556,C(CSCSS)O,1.0
4557,CC[C@@H](CO)F,0.8
4558,CP1CCC1,0.1
4559,C[P+](N)(O)O,-1.8
4560,CCCCCC=[CH],4.0
4561,CCOP(O)O,-0.6
4562,CCCCOCO,1.1
4563,CCCCC[CH-]C,4.4
4564,CC[C@@H](CN)N,-0.7
4565,C([C](Cl)Cl)Cl,1.9
4566,CC(C)COS,1.9
4567,[CH2]CCCCCN,2.1
4568,C=CI,1.7
4569,CCNCCF,0.5
4570,CC(C)CCNI,1.8
4571,C(COI)OO,0.3
4572,C(CC[O])CCF,1.0
4573,[3H]C(C)CC(=C([3H])C)[3H],2.6
4574,CCCN(CC)I,1.9
4575,C1CSC1Cl,1.8
4576,CN(C)CCCF,1.0
4577,CC([CH])S[CH2],1.7
4578,CCSC(C)OC,1.6
4579,[3H]C(C=O)I,0.4
4580,C1=CC=PP=C1,-2.1
4581,COP(OCl)OCl,1.6
4582,[CH]([CH][CH]S)C=N,0.4
4583,CSCCCSI,2.7
4584,C(CF)C(F)Br,2.2
4585,CCSCCCF,1.9
4586,CCC(C)C[CH2+],3.2
4587,C[NH+](C)COC,0.2
4588,C(/C=N\O)Cl,0.6
4589,C([C@@H](CBr)O)Cl,1.0
4590,CNCN(C)N,-0.8
4591,C[I+]CI,2.9
4592,C(COP)O,-0.7
4593,CSNPS,0.6
4594,C(CSS)C(O)O,0.1
4595,CP(C)OCCl,0.7
4596,CNC(CCN)N,-1.6
4597,C[C@@H](O)Br,0.8
4598,CCC[C@H](C)CN,1.5
4599,CCOCCCCF,1.8
4600,CCCPC=C,1.3
4601,CC(CCBr)SC,2.4
4602,CC[P+](C)(C)C,0.3
4603,C1C[O+]CCN1,-0.9
4604,CP(S)S,0.9
4605,C(OCCl)Cl,1.5
4606,C[I-]PCN,0.4
4607,CC(C)(C)NO,0.3
4608,CC(CN)CCl,0.7
4609,C(P(Cl)Cl)P(Cl)Cl,2.9
4610,CC(CCS)Cl,1.9
4611,C(P)SP,0.1
4612,COOI=O,0.7
4613,C(C(Br)Br)(Cl)Br,3.4
4614,CCC(CC)[O],1.2
4615,[CH2-]N1N=CC=N1,0.2
4616,C(C(N)(N)N)N,-3.5
4617,CC(C)CCCC[CH2],4.3
4618,CC(C)SI,2.5
4619,CC[C@H](C)CCBr,3.2
4620,CCCOC(S)S,1.8
4621,COSC=S,0.9
4622,C1[CH]C1I,2.1
4623,CN([CH2])C=S,0.3
4624,CN=CNCl,0.1
4625,[CH-]1PC=[PH+]1,-1.3
4626,CC[CH]CCCN,2.1
4627,C1=[NH+]N=CP1,-0.4
4628,CC[C@@H](CS)N,0.5
4629,CCC(CI)I,3.6
4630,CCCC(C)[CH]C,3.7
4631,C(CO)CSCI,1.3
4632,CCC(C)POC,1.3
4633,C(COCCF)O,-0.3
4634,C1CN1I,0.4
4635,CC(C)C[C]=O,1.0
4636,CCC(CO)F,0.8
4637,C([C@@H](CS)N)N,-1.3
4638,CC(C)COCO,0.8
4639,C1CS[CH]S1,1.4
4640,CNCNCNC,-0.9
4641,[2H]C(P)(P)Cl,0.4
4642,C(F)(F)[S]=O,1.4
4643,[CH2]CC(CO)O,-0.2
4644,CC(N)NNNC,-1.1
4645,[CH]1NOSN1,-0.1
4646,CONCCF,0.2
4647,COCC(O)O,-1.1
4648,[2H]C([2H])(CCl)O,-0.1
4649,CCNCC(O)O,-1.0
4650,CCC(CCl)N,0.8
4651,C(CN=N)CI,2.3
4652,[2H]C([2H])(CO)Cl,-0.1
4653,CCSSP,1.1
4654,CC(C)[C@H](N)O,0.1
4655,CCCCC(I)I,4.1
4656,CC[C@@H](COC)O,0.4
4657,C1CS[N]S1,0.4
4658,C(COCBr)CCl,1.9
4659,C(N)OCI,0.0
4660,C[S+](C)Cl,1.7
4661,CCCNCCC,1.7
4662,CNOCC[NH],-1.1
4663,C=C(I)I,2.6
4664,C(CS)NI,0.4
4665,CC(CCCl)CBr,2.7
4666,[2H]C([2H])(Cl)Cl,1.5
4667,CC1CC[CH+]C1,3.4
4668,CCSC(N)[O-],1.0
4669,C/C=C/SS,1.7
4670,C1=C[C-](C=C1)I,2.4
4671,CN([CH2-])COC,0.2
4672,CSCCOP,0.6
4673,[CH2+]CCCCCS[O-],2.2
4674,C(C(Br)Br)SS,2.6
4675,[2H]C([3H])OCCOCCO,-0.9
4676,C=CC(S)Cl,1.9
4677,C1CP[P-]C1,-0.1
4678,[3H]N(C)I,0.1
4679,C[C@H]([C@H](C)I)Cl,2.8
4680,[CH2+]OCCOCCO,-0.9
4681,CCOP(C)F,0.9
4682,CC(C)(C)[P-]C,0.9
4683,CCCNNNN,-0.5
4684,[CH2]CCBr,2.1
4685,C(O)(O)Cl,-0.3
4686,[2H]C(OC)Br,0.9
4687,[2H]C1=NC=CC=N1,-0.4
4688,CCCOCCO,0.5
4689,C[C]1CC[CH+]C1,3.4
4690,CC(S)SI,2.5
4691,C[C@@H](COC)Br,1.3
4692,C=CC(F)I,2.0
4693,C=CCOI,1.6
4694,C(=[PH2+])C=[PH2+],-1.9
4695,CCCCC[NH2+][O-],1.0
4696,CCC[C@H](CO)Cl,1.5
4697,C[C@H](F)Br,1.9
4698,CCCN(C)N,0.4
4699,CCPSC,0.7
4700,C[N+](C)(C)[14CH2]I,1.0
4701,C([O])(Br)Br,1.3
4702,CC(F)SC,1.8
4703,CCNC(C)P,0.3
4704,CCS[CH]C,1.9
4705,C(C(N)Br)N,-0.7
4706,CCCCNOCC,1.5
4707,CCC(N)NN,-0.8
4708,C(C(F)F)ON,0.2
4709,C[CH]COSC,1.4
4710,CSCCC[S-],1.5
4711,C(F)(S)(Cl)Cl,2.2
4712,C(O)PP,-0.8
4713,CCC(C)C[NH+][CH2-],1.5
4714,C(CBr)[C@@H](CBr)Br,2.9
4715,C[I+]C[IH+],2.9
4716,CN[I-]I,1.0
4717,C(CCOP)CO,0.0
4718,[CH2]CC(CCl)Cl,2.4
4719,CCCI(C)O,2.2
4720,C(COCCl)CCl,1.7
4721,CCN(C)CC,1.0
4722,CCC(N)SCC,1.4
4723,C[C@H](COI)O,0.7
4724,CCCCS[S-],2.2
4725,CCC(C[18F])O,0.8
4726,C(OPO)Cl,0.2
4727,C(F)SO,0.4
4728,C(CCOO)CO,-0.4
4729,C(CCCBr)CCF,2.8
4730,CC(OC)S,0.9
4731,C(CPCl)O,0.0
4732,C[C@@H](CO)OS,0.3
4733,CCC(C)NN,0.4
4734,COOCCCBr,1.2
4735,[3H]C(CC)CC([3H])CC,4.4
4736,CC(C([CH2])Br)Br,2.6
4737,CN[I-]C,0.6
4738,C(C(F)F)Cl,1.7
4739,CCCCNNI,1.2
4740,CP(P)Br,0.8
4741,C([C@H](C[SH2+])O)O,-0.8
4742,CC(Cl)Cl,1.9
4743,CCC(CS)CS,2.0
4744,CC(C)[PH+](C)C,0.7
4745,CC[C@@H](C)CCCl,3.0
4746,C1C[C-]C[C+]C1,3.4
4747,COP[I-]O,0.3
4748,[2H][13CH](C([2H])(C([2H])([2H])O)O)O,-1.8
4749,C1CCO[N]C1,0.3
4750,C[C@@H](CSC)O,0.6
4751,C(CN)CI,0.7
4752,CC/C=C\CBr,2.3
4753,C(C(N)NF)O,-1.6
4754,CCCNNI,0.8
4755,CC(C)(C)O[O-],0.5
4756,CC(CO)ON,-0.9
4757,CCCCCCNBr,2.6
4758,CCCCP(C)C,1.2
4759,C=COI,1.7
4760,C1NCS[N]1,-0.2
4761,[13CH2]1[13CH2][15NH][13CH2][13CH2][15NH]1,-1.5
4762,C=COBr,1.8
4763,CSCOC[CH2],1.2
4764,C[CH+]C=CCN,0.6
4765,CCCOCN,0.1
4766,CCCC(CO)Br,1.6
4767,[2H]C([2H])([2H])C([2H])(C)CI,2.8
4768,CCC[C+](CC)CC,4.3
4769,C(=S)(NN)[S-],0.0
4770,CCOCCCCN,0.6
4771,[2H]C([2H])(C(C([2H])([2H])O)N)O,-2.0
4772,C1C[CH]SC1,1.4
4773,[CH]Br,1.0
4774,C[I-]SCO,1.6
4775,CN(CN)CP,-0.8
4776,CC(C(O)I)I,1.9
4777,CCCOC=N,1.1
4778,C(O)SSCO,-0.3
4779,CCP(CC)N,-0.1
4780,C[C@@H](CO)NC,-0.5
4781,CCC[CH]CCCN,2.6
4782,C1CSPO1,0.2
4783,C[CH]C(Cl)Br,2.6
4784,C=CPP,0.3
4785,CN(CCO)O,-0.9
4786,CCNN[C@@H](C)N,-0.5
4787,[2H]C([2H])(CCBr)Cl,1.9
4788,[2H]C(Cl)(Cl)Br,2.4
4789,CPCCP(C)C,-0.4
4790,CC[C@H](C)NCC,1.4
4791,C1COCC[OH+]1,-0.3
4792,CNNCCC[CH2],0.8
4793,COC(CO)F,-0.1
4794,[2H]C(C(CO)O)O,-1.8
4795,C1CSNN1,-0.2
4796,COC(CI)CI,2.4
4797,C(F)(F)(F)[IH+],2.1
4798,[2H]C([2H])([2H])C(Cl)(Cl)Cl,2.4
4799,C(Cl)Cl,1.5
4800,C1C[CH]NSC1,0.7
4801,CCNCC=C,0.8
4802,[CH2]CCOC=C,1.7
4803,[3H]P(=O)(C)C,-0.6
4804,[3H][13C]1=[15N][13C](=[15N][13C](=[15N]1)[3H])[3H],0.0
4805,CCN(C)CNN,-0.4
4806,[CH2]NCCCl,0.4
4807,C(=S)P(O)O,-0.7
4808,CCOOC=O,0.5
4809,CSCCC=C,2.0
4810,C1C[OH+]CC[OH+]1,-0.3
4811,CC=IO,0.5
4812,C(/C=C\I)N,0.4
4813,CC(S)(I)I,2.3
4814,[CH2]CBr,1.4
4815,CC([CH2-])[C-](C)C,3.4
4816,CCCC([O-])Cl,2.7
4817,C[C@@H](CCOC)Br,1.6
4818,C1CCSC1,1.4
4819,CCC(CF)CCl,2.3
4820,C[C@H](CS)O,0.3
4821,C(C(CI)P)P,0.8
4822,C[C@H](CNC)NC,-0.2
4823,C(CO)CI,1.0
4824,[CH2]SCCN,-0.1
4825,C(=O)NNI,-0.3
4826,CCC(C)NC,1.1
4827,CC(CCS)N,0.4
4828,[CH]CC=CCO,0.9
4829,CC(CSC)OC,1.2
4830,COP(O)SC,-0.1
4831,CC[14CH2][14CH2]SCCCl,2.7
4832,C(OCl)(F)F,1.8
4833,CN(CN)CN,-1.4
4834,C[C@@H](F)Cl,1.7
4835,CC(C)([O])Cl,0.8
4836,CCCNCP,0.5
4837,CN(C)N(C)O,0.0
4838,C#CS[S],1.3
4839,CCCOCCCBr,2.1
4840,CCCPCCO,0.1
4841,[CH]CCCCCCO,2.7
4842,C[N-]CCCSC,0.8
4843,CSCCNN,-0.3
4844,CC=CCCO,0.9
4845,C[CH-]CC(C)C,3.2
4846,CP(C)PI,0.7
4847,CN(CCN)I,-0.3
4848,CCCSCCBr,2.5
4849,CC/C=C\CN,0.6
4850,CC(C(Cl)Br)Br,2.9
4851,CC(COC)N,-0.4
4852,CCCCCNCP,1.4
4853,C(CF)C(F)Cl,2.0
4854,CCOCCCN,-0.1
4855,C[P+](C)(F)P,0.4
4856,C(CSI)NCI,2.0
4857,C1CCNCC1,0.8
4858,[14CH]1=[14CH][14CH]=[14CH][14CH]=[14CH]1,2.1
4859,C(/C=N/O)I,0.7
4860,CCCC(Cl)Br,3.0
4861,CONCP,-0.4
4862,CSOCCCF,1.2
4863,C(CCl)OCBr,1.5
4864,CC(C)P(C)F,1.3
4865,CCCCPPCC,1.4
4866,CCCNSI,2.0
4867,[2H]C1CCCC(C1[2H])[2H],3.4
4868,C[NH2+]CCOC,-0.4
4869,C[C@@H](C[C@H](C)S)S,2.0
4870,CNSNCNI,0.0
4871,C[CH]CCCCOO,1.9
4872,CC(CN)ON,-1.2
4873,C[C@H](CCCO)N,-0.3
4874,C[C@@H](NP)S,0.5
4875,CCSCC(C)Br,2.4
4876,CN1C=CC=C1,1.2
4877,C(N)NCNI,-1.0
4878,CCCCSSS,2.6
4879,C(CNCCN)[NH3+],-2.1
4880,C1=C=C=C[P+]#C1,-1.1
4881,COCNCO,-0.8
4882,CCCCC=S,1.7
4883,CCNC(C)NC,0.3
4884,C1C(CS1)O,0.0
4885,[2H]C(CCCC)Br,3.4
4886,CC[C@@H](O)I,1.2
4887,C=CCSOS,1.6
4888,CC(C)OOOO,0.5
4889,C(CBr)C(Cl)Br,2.9
4890,C([C-](F)F)(F)F,1.9
4891,C(C(Br)Br)Cl,2.5
4892,CS(C)(Br)Br,2.8
4893,C(C(CBr)OO)Br,1.2
4894,CONCCO,-0.8
4895,C(CCl)NCCBr,1.1
4896,CCNC(N)N,-1.5
4897,CCC([CH2])CC,3.2
4898,CSCCSSC,1.6
4899,COCSCOC,0.8
4900,C(CC(F)F)CO,1.1
4901,[2H][13CH]([13CH](C([2H])([2H])O)O)O,-1.8
4902,C(CC(S)S)CS,2.0
4903,COCCCCN,-0.1
4904,C(NC=S)F,0.6
4905,CC(CCCl)CN,1.0
4906,CCOON=O,0.5
4907,CC(C)NOCl,1.4
4908,C1C[N]CC[N]1,-1.5
4909,CCCNOCCC,1.6
4910,C(S)(Cl)(Cl)Br,2.6
4911,C(C(Br)Br)I,3.0
4912,CCSC(CS)S,2.0
4913,C=NNSP,2.1
4914,C(O)P(CO)O,-1.7
4915,CC(C)C[NH2+]N,0.4
4916,[2H]C#CI,1.2
4917,CC(C)CNP,1.0
4918,C(CC[NH3+])CCO,-0.3
4919,COCNCCO,-0.9
4920,CCC(CBr)S,2.2
4921,C(C(O)Cl)Br,1.1
4922,C(CN)CNCl,-0.5
4923,C1C[S+]1OO,0.2
4924,CN=COS,0.8
4925,CCC[C@@H](CN)O,-0.1
4926,CCP(C)S,0.8
4927,C[CH]CC[CH]C,3.9
4928,C1CCOOC1,0.6
4929,C(CN=O)CO,-0.8
4930,CNC(Cl)(Cl)Cl,1.7
4931,CCSC(C)SCC,2.8
4932,CSCSCCN,0.7
4933,C[C](Cl)Cl,1.9
4934,CCCNOC,0.7
4935,[2H][13C]([2H])([2H])C(=O)Cl,0.8
4936,CCC(C)O[O],0.9
4937,CCCC(C)[CH2-],3.2
4938,C1=NSN=N1,0.2
4939,CCC(=S)[S-],1.4
4940,CC=P[S-],-0.5
4941,[CH-](Br)Br,1.8
4942,CC(C)CCl,2.1
4943,C(CBr)C(N)N,-0.4
4944,[2H]C([2H])([2H])C(Cl)Cl,1.9
4945,[3H]CCCCCCCCCC,5.0
4946,C[S+]1CCCC1,1.4
4947,CC(C)(C)N[CH],0.8
4948,C(N)NCNSN,-1.7
4949,CCP(CC)SS,1.6
4950,CN(CI)Cl,1.3
4951,CC/C=C/P,1.1
4952,[CH]OCCCCO,0.1
4953,C1[C@H]([C@H]1Cl)Cl,1.7
4954,[CH-](C(F)(F)F)F,1.7
4955,CCC[C@H](C)CI,3.9
4956,C1CCPCC1,0.8
4957,[13CH2]([13CH2]Cl)[13CH2]Br,1.9
4958,CC(C)SOCO,0.7
4959,COC(OC)ON,-0.7
4960,CSCC=C,1.5
4961,CCOCC([CH2])O,0.2
4962,C1C(CS1)[NH3+],-0.2
4963,[3H]CCCCCCC,4.4
4964,CC(C)C(C)[O-],2.4
4965,CNOOOS,0.4
4966,C(/C=C/CP)P,-0.1
4967,C(C(Cl)Cl)SS,2.3
4968,[2H]CNP=S,1.4
4969,CO[13CH](CN)OC,-0.8
4970,CCCCO[O],0.8
4971,C1CCS[13CH2]C1,1.7
4972,CC[C@@H](C)C[NH3+],1.0
4973,CCC[I+]CCC,4.3
4974,[2H]C([2H])C([2H])([2H])C([2H])([2H])N(C)C,1.2
4975,CC[CH-]CCOC,1.9
4976,C=C(C[CH2+])[S-],1.8
4977,CCN(C)SN,0.3
4978,C/C=C\CCO,0.9
4979,[3H][N+](C)(C)CCO,-0.4
4980,[2H]C1(COC(C(O1)([2H])[2H])([2H])[2H])[2H],-0.3
4981,COC[I-]N,0.1
4982,CN(F)SI,1.6
4983,C(=S)[C-]=S,0.8
4984,[2H]C([2H])([2H])[13C](=O)Cl,0.8
4985,C(N(CF)F)F,1.2
4986,C1CSNCN1,-0.3
4987,C(CNCl)N,-0.9
4988,CC(C)(N)Cl,0.6
4989,CCC[C@H](CO)N,-0.1
4990,CCC(CC)N,1.1
4991,CC[C](CC)O,1.2
4992,CSSCS,1.3
4993,C(CF)CSN,0.4
4994,CCCC(CF)S,2.2
4995,CCSN(C)S,1.6
4996,[2H]C=CCCBr,2.1
4997,CCOP([O-])Cl,0.6
4998,CCCCCOCO,1.3
4999,C[C@H](CBr)Cl,2.0
5000,CONOSCO,-0.3
5001,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-0.6
5002,C(O[C]=S)F,1.2
5003,C(CONO)CBr,0.5
5004,CCSC(S)SC,2.4
5005,C(C(N)O)SP,-1.1
5006,CC(C)SOC,1.3
5007,C(CCCF)CCO,1.3
5008,CC(CN)PO,-1.1
5009,CC(C)(C)N[O-],0.2
5010,C[C@H](C(F)F)S,1.8
5011,[2H]OCCCCC,1.6
5012,C(C[S]=O)CCl,1.4
5013,CCCP(CC)O,0.7
5014,[2H]C(=C([2H])Cl)Cl,1.9
5015,C(CC=O)C[NH3+],-0.9
5016,CCCCNN,0.3
5017,C(O)(O)(I)I,0.3
5018,C(C=CCCl)Cl,1.7
5019,CN([CH])CCOC,0.1
5020,C[C@@H](COC)CBr,1.6
5021,C1CCC(C1)S,1.8
5022,C1CC[13CH2]NCC1,1.2
5023,C1CC1NCl,0.6
5024,CC(C)CC(C)[CH2-],3.4
5025,CC[NH2+]OCC,0.6
5026,CSP=O,-0.2
5027,CC(COC)[NH2+][CH2-],0.1
5028,CCC[CH]Br,2.8
5029,CC(NC)ON,-0.6
5030,C1=PC=P1,-1.9
5031,CCCCC[18F],2.3
5032,CCCCNI,1.4
5033,C(CBr)SCl,2.0
5034,COC(O)F,0.0
5035,C[P+](=S)Cl,1.9
5036,CCC(CO)CBr,1.5
5037,CC(CC(C)N)N,-0.4
5038,COCCOCF,0.4
5039,C(ON=N)I,2.1
5040,C(C=CF)Cl,1.2
5041,CC(CO)OO,-0.7
5042,C[PH+](N)[S-],-0.3
5043,CCCCPCOC,1.1
5044,[2H]C1=C(N=C(C(=N1)[2H])[2H])[2H],-0.2
5045,C(CCl)SCCI,2.6
5046,CCCCC([CH])O,1.8
5047,[2H][13C]([2H])(CCCCCO)O,0.3
5048,CC(COC)N[CH],0.1
5049,CC(OPC)S,0.8
5050,[2H]C([2H])([2H])OC([2H])([2H])C([2H])([2H])C([2H])([2H])O,-0.2
5051,CCC[CH+]C[CH2+],3.9
5052,C=CCNI,0.8
5053,[2H]C[I-]P,1.2
5054,CCCNC=O,0.4
5055,CCCCC=O,1.1
5056,CC(C)(Br)Br,2.5
5057,C(SI)SI,3.3
5058,C1CPPSC1,0.4
5059,CC(C)N(O)[O-],0.0
5060,C1C[N-]CCN1,-1.5
5061,C(=O)PP,-0.4
5062,C[C@@H](CNN)O,-1.2
5063,CCN(CC)SO,0.9
5064,COCCOCCO,-0.9
5065,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])CC,3.9
5066,C(CONNO)O,-1.6
5067,[CH]=C(Cl)Cl,2.3
5068,[CH2-][C@@H](CCO)Br,1.1
5069,CC/C=C/[I-]C,3.0
5070,C(C(P)PP)F,0.0
5071,C[C@H](C(C)O)N,-0.5
5072,CP(C)CCO,-0.7
5073,C1[C@H](O1)CBr,0.8
5074,CC(OC)OF,1.0
5075,CSCC[CH]Br,2.0
5076,CC[C@@H](CS)S,1.8
5077,C1[PH2+]CPCP1,-0.6
5078,C(CF)OCF,0.9
5079,C(=O)C(O)I,-0.1
5080,CSOCl,1.3
5081,CC(CCOC)[O-],1.3
5082,C(SS)SS,1.8
5083,C(OCF)OCF,0.9
5084,CCC[C@@H](C)ON,1.0
5085,CC1C(S1)C,1.5
5086,CN(C)CC[18F],0.6
5087,CC(=S)I,1.4
5088,C(NF)(O)O,-1.3
5089,C[C@@H]([C@H](C)Cl)Cl,2.3
5090,C1[C]N[C]N[C]1,-0.4
5091,C(Br)I,1.7
5092,C(=C\S)\S,0.8
5093,CCC(N)Cl,0.9
5094,CCOCCCCl,1.4
5095,CN(C)OCON,-0.5
5096,C(F)(F)(P)P,0.4
5097,C[C@H](CCN)SC,0.7
5098,CC(C)SN,0.5
5099,C(C(CCl)CCl)Cl,2.3
5100,C(CCl)NCCCl,1.0
5101,COC[S+](C)C,0.8
5102,C(CCl)SC[14CH2]Cl,2.1
5103,CCCCC([CH2])F,2.8
5104,[3H]C(=S)SC,1.3
5105,COC(CN)O,-1.4
5106,C[C@H](CCO)Cl,0.9
5107,C([N+](=O)[O-])P,-0.2
5108,C(CP)CCl,0.9
5109,C(CF)C=S,0.6
5110,C(CSS)N,0.0
5111,CCCCC[PH2+]CC,2.1
5112,CNCCP,-0.5
5113,CNCCCCS,0.8
5114,C(OCOO)OO,-1.0
5115,[2H]C([2H])([C@H]1CO1)Cl,0.5
5116,C(C=CCl)O,0.5
5117,CCCCC(O)O,0.8
5118,CC[C@@H](C)CON,1.0
5119,C(CBr)P=O,-0.1
5120,[2H]C([2H])(C([2H])([2H])O)NCCN,-1.7
5121,CCCOC[CH],1.3
5122,CNN(C)P,-0.1
5123,CC[C+](Cl)Cl,2.5
5124,C1=NN=NN=P1,-1.2
5125,C=NCBr,2.2
5126,CCCCCOCI,2.6
5127,[2H]C(=C)CI,2.1
5128,CSN(SC)SC,1.6
5129,[CH2]COCCCBr,1.6
5130,C(CSC=N)N,-0.2
5131,C(C(Cl)(Cl)Cl)Cl,2.7
5132,COCNC=O,-0.5
5133,C(P(O)O)Br,-0.2
5134,C[C@@H](CNC)NC,-0.2
5135,CNCCN(N)N,-1.7
5136,C[P+](C)(C)[CH2],0.0
5137,C(CO)NPCO,-1.6
5138,C=CCBr,1.8
5139,CC[P+](F)(F)F,1.9
5140,C(CO)N(S)S,0.5
5141,CCCNSC,1.1
5142,CC(CP)OC,0.2
5143,C1C(S1)CF,1.1
5144,CNP=S,1.4
5145,CN1CNNC1,-0.4
5146,C(C[O])CBr,0.7
5147,[2H][13CH]([C@@]([2H])(CO)O)O,-1.8
5148,CCCNCCCl,1.3
5149,[3H]C1=[14N]C(=[14N]C(=[14N]1)[3H])[3H],0.0
5150,C(N)OC(F)F,0.2
5151,COC(Cl)Cl,1.5
5152,C(CCl)[15NH2],-0.1
5153,C1(=NN=N[N-]1)N,-1.5
5154,CSOOCl,1.3
5155,C(C(CI)I)N,1.4
5156,COSI(C)F,2.4
5157,[CH]=CI,1.7
5158,C[CH]C(C)Cl,2.3
5159,CC(C)(C)O[NH3+],0.3
5160,CC/C=C/NC,1.5
5161,CCONOCC,0.6
5162,C([O])(F)(F)Br,1.2
5163,C1CPOOO1,-0.2
5164,C=COSS,1.7
5165,C(/C=C/O)S,0.5
5166,CCOC(Cl)Cl,1.9
5167,CSOSC,1.0
5168,C([C@H](CS)S)O,0.2
5169,C(C(NO)O)S,-0.9
5170,CP(C)SPS,0.7
5171,CC1CSC1,1.4
5172,C(N)/N=C\I,-0.1
5173,CCC(=P)C,-0.3
5174,CCCC(C)[CH+]C,3.7
5175,C(C([18F])([18F])[18F])[18F],1.7
5176,CCCC([CH2])N,1.0
5177,CCC[CH]CBr,3.4
5178,CCCSCCCN,1.2
5179,CCC(C)(C)N,0.8
5180,[2H]C([2H])C([2H])([2H])CCCCO,2.0
5181,CCN(Br)Br,1.6
5182,[2H]C([2H])[C@@](C)(C([2H])O)C([2H])([2H])[2H],1.3
5183,CCCCON,0.6
5184,CCSPCl,1.5
5185,C(F)SSCF,1.8
5186,CCOC(C)CS,1.2
5187,C(OC=O)SS,1.0
5188,C(CCl)[C@@H](O)Cl,1.2
5189,C(N)P(F)F,0.2
5190,CCCOCCF,1.3
5191,C(O)(F)(Cl)Cl,1.2
5192,C[CH-]C(C)[N-]C,1.1
5193,CC(C)NC=C,1.6
5194,CC=CCPC,0.8
5195,C(=O)NOI,0.4
5196,C1=PC=PO1,-1.6
5197,[2H]OCC(CO[3H])O,-1.8
5198,CI(C)O,1.3
5199,CC(C)SP,1.1
5200,CNCOPOO,-0.8
5201,[2H]C(I)I([2H])P,2.0
5202,C([C@H](CBr)Br)O,1.1
5203,[2H]CCCC(C)(C)C,3.6
5204,C1CN1CI,0.8
5205,CP(C)CO,-0.7
5206,[2H]C(C)/C=C\C([2H])C,2.5
5207,C(CC[S])C[S],1.5
5208,CCS(=C)C,2.0
